date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:30:46	6523/6523	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:30:45%20GMT	https://csharpexercises.com/basics/difficulty	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/basics/difficulty.html	(from https://csharpexercises.com/basics)
17:30:50	6522/6522	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:30:49%20GMT	https://csharpexercises.com/basics/dateAdded	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/basics/dateAdded.html	(from https://csharpexercises.com/basics)
17:30:54	6411/6411	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:30:53%20GMT	https://csharpexercises.com/basics/exercise/add-two-numbers	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/basics/exercise/add-two-numbers.html	(from https://csharpexercises.com/basics)
17:30:56	6805/6805	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:30:55%20GMT	https://csharpexercises.com/basics/exercise/celsius-to-fahrenheit	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/basics/exercise/celsius-to-fahrenheit.html	(from https://csharpexercises.com/basics)
17:30:59	7064/7064	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:30:58%20GMT	https://csharpexercises.com/basics/exercise/elementary-operations	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/basics/exercise/elementary-operations.html	(from https://csharpexercises.com/basics)
17:31:01	6464/6464	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:00%20GMT	https://csharpexercises.com/basics/exercise/is-result-the-same	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/basics/exercise/is-result-the-same.html	(from https://csharpexercises.com/basics)
17:31:02	6345/6345	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:02%20GMT	https://csharpexercises.com/basics/exercise/modulo-operations	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/basics/exercise/modulo-operations.html	(from https://csharpexercises.com/basics)
17:31:04	6314/6314	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:03%20GMT	https://csharpexercises.com/basics/exercise/the-cube-of	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/basics/exercise/the-cube-of.html	(from https://csharpexercises.com/basics)
17:31:06	6862/6862	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:07%20GMT	https://csharpexercises.com/basics/exercise/swap-two-numbers	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/basics/exercise/swap-two-numbers.html	(from https://csharpexercises.com/basics)
17:31:08	7377/7377	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:09%20GMT	https://csharpexercises.com/conditional-statements/difficulty	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/conditional-statements/difficulty.html	(from https://csharpexercises.com/conditional-statements)
17:31:10	7376/7376	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:11%20GMT	https://csharpexercises.com/conditional-statements/dateAdded	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/conditional-statements/dateAdded.html	(from https://csharpexercises.com/conditional-statements)
17:31:12	6425/6425	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:12%20GMT	https://csharpexercises.com/conditional-statements/exercise/absolute-value	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/conditional-statements/exercise/absolute-value.html	(from https://csharpexercises.com/conditional-statements)
17:31:15	6747/6747	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:15%20GMT	https://csharpexercises.com/conditional-statements/exercise/divisible-by-2-or-3	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/conditional-statements/exercise/divisible-by-2-or-3.html	(from https://csharpexercises.com/conditional-statements)
17:31:17	6778/6778	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:17%20GMT	https://csharpexercises.com/conditional-statements/exercise/if-consists-of-uppercase-letters	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/conditional-statements/exercise/if-consists-of-uppercase-letters.html	(from https://csharpexercises.com/conditional-statements)
17:31:20	6676/6676	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:19%20GMT	https://csharpexercises.com/conditional-statements/exercise/if-greater-than-third-one	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/conditional-statements/exercise/if-greater-than-third-one.html	(from https://csharpexercises.com/conditional-statements)
17:31:22	6541/6541	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:22%20GMT	https://csharpexercises.com/conditional-statements/exercise/if-number-is-even	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/conditional-statements/exercise/if-number-is-even.html	(from https://csharpexercises.com/conditional-statements)
17:31:24	6506/6506	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:24%20GMT	https://csharpexercises.com/conditional-statements/exercise/if-sorted-ascending	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/conditional-statements/exercise/if-sorted-ascending.html	(from https://csharpexercises.com/conditional-statements)
17:31:25	6474/6474	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:26%20GMT	https://csharpexercises.com/conditional-statements/exercise/if-has-neighbour	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/conditional-statements/exercise/if-has-neighbour.html	(from https://csharpexercises.com/conditional-statements)
17:31:27	6770/6770	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:28%20GMT	https://csharpexercises.com/conditional-statements/exercise/positive,-negative-or-zero	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/conditional-statements/exercise/positive,-negative-or-zero.html	(from https://csharpexercises.com/conditional-statements)
17:31:29	6512/6512	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:30%20GMT	https://csharpexercises.com/conditional-statements/exercise/if-year-is-leap	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/conditional-statements/exercise/if-year-is-leap.html	(from https://csharpexercises.com/conditional-statements)
17:31:31	6760/6760	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:31%20GMT	https://csharpexercises.com/conditional-statements/exercise/if-number-contains-3	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/conditional-statements/exercise/if-number-contains-3.html	(from https://csharpexercises.com/conditional-statements)
17:31:32	9751/9751	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:32%20GMT	https://csharpexercises.com/loops/difficulty	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/difficulty.html	(from https://csharpexercises.com/loops)
17:31:33	9750/9750	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:33%20GMT	https://csharpexercises.com/loops/dateAdded	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/dateAdded.html	(from https://csharpexercises.com/loops)
17:31:38	8394/8394	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:35%20GMT	https://csharpexercises.com/loops/exercise/multiplication-table	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/multiplication-table.html	(from https://csharpexercises.com/loops)
17:31:40	6623/6623	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:40%20GMT	https://csharpexercises.com/loops/exercise/fractions-sum	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/fractions-sum.html	(from https://csharpexercises.com/loops)
17:31:42	6987/6987	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:42%20GMT	https://csharpexercises.com/loops/exercise/sort-array-ascending	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/sort-array-ascending.html	(from https://csharpexercises.com/loops)
17:31:44	6857/6857	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:44%20GMT	https://csharpexercises.com/loops/exercise/the-biggest-number	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/the-biggest-number.html	(from https://csharpexercises.com/loops)
17:31:46	6957/6957	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:45%20GMT	https://csharpexercises.com/loops/exercise/two-7s-next-to-each-other	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/two-7s-next-to-each-other.html	(from https://csharpexercises.com/loops)
17:31:47	7036/7036	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:47%20GMT	https://csharpexercises.com/loops/exercise/three-increasing-adjacent	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/three-increasing-adjacent.html	(from https://csharpexercises.com/loops)
17:31:48	6786/6786	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:48%20GMT	https://csharpexercises.com/loops/exercise/return-even-numbers	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/return-even-numbers.html	(from https://csharpexercises.com/loops)
17:31:49	7286/7286	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:50%20GMT	https://csharpexercises.com/loops/exercise/sieve-of-eratosthenes	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/sieve-of-eratosthenes.html	(from https://csharpexercises.com/loops)
17:31:51	6963/6963	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:51%20GMT	https://csharpexercises.com/loops/exercise/draw-hourglass	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/draw-hourglass.html	(from https://csharpexercises.com/loops)
17:31:52	6671/6671	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:52%20GMT	https://csharpexercises.com/loops/exercise/draw-parallelogram	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/draw-parallelogram.html	(from https://csharpexercises.com/loops)
17:31:54	7833/7833	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:53%20GMT	https://csharpexercises.com/loops/exercise/extract-string	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/extract-string.html	(from https://csharpexercises.com/loops)
17:31:56	6872/6872	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:57%20GMT	https://csharpexercises.com/loops/exercise/full-sequence-of-letters	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/full-sequence-of-letters.html	(from https://csharpexercises.com/loops)
17:31:57	7418/7418	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:58%20GMT	https://csharpexercises.com/loops/exercise/longest-strictly-increasing-sequence	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/longest-strictly-increasing-sequence.html	(from https://csharpexercises.com/loops)
17:31:58	6661/6661	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:31:59%20GMT	https://csharpexercises.com/loops/exercise/bits-to-number	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/bits-to-number.html	(from https://csharpexercises.com/loops)
17:32:01	6613/6613	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:01%20GMT	https://csharpexercises.com/loops/exercise/digits-sum	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/digits-sum.html	(from https://csharpexercises.com/loops)
17:32:03	6899/6899	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:03%20GMT	https://csharpexercises.com/loops/exercise/sum-and-average	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/sum-and-average.html	(from https://csharpexercises.com/loops)
17:32:04	6596/6596	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:05%20GMT	https://csharpexercises.com/loops/exercise/sum-double-only	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/sum-double-only.html	(from https://csharpexercises.com/loops)
17:32:06	6696/6696	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:06%20GMT	https://csharpexercises.com/loops/exercise/draw-triangle	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/draw-triangle.html	(from https://csharpexercises.com/loops)
17:32:07	6775/6775	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:08%20GMT	https://csharpexercises.com/loops/exercise/to-the-power-of	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/to-the-power-of.html	(from https://csharpexercises.com/loops)
17:32:08	7282/7282	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:09%20GMT	https://csharpexercises.com/loops/exercise/letters-balance	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/letters-balance.html	(from https://csharpexercises.com/loops)
17:32:10	7324/7324	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:10%20GMT	https://csharpexercises.com/loops/exercise/replace-two-words	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/replace-two-words.html	(from https://csharpexercises.com/loops)
17:32:11	7018/7018	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:11%20GMT	https://csharpexercises.com/loops/exercise/digital-root	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/loops/exercise/digital-root.html	(from https://csharpexercises.com/loops)
17:32:13	7555/7555	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:12%20GMT	https://csharpexercises.com/strings/difficulty	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/difficulty.html	(from https://csharpexercises.com/strings)
17:32:14	7554/7554	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:14%20GMT	https://csharpexercises.com/strings/dateAdded	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/dateAdded.html	(from https://csharpexercises.com/strings)
17:32:15	7055/7055	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:16%20GMT	https://csharpexercises.com/strings/exercise/check-brackets-sequence	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/exercise/check-brackets-sequence.html	(from https://csharpexercises.com/strings)
17:32:17	6974/6974	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:17%20GMT	https://csharpexercises.com/strings/exercise/add-separator	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/exercise/add-separator.html	(from https://csharpexercises.com/strings)
17:32:19	7096/7096	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:19%20GMT	https://csharpexercises.com/strings/exercise/is-palindrome	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/exercise/is-palindrome.html	(from https://csharpexercises.com/strings)
17:32:20	6602/6602	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:20%20GMT	https://csharpexercises.com/strings/exercise/length-of-string	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/exercise/length-of-string.html	(from https://csharpexercises.com/strings)
17:32:22	6783/6783	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:22%20GMT	https://csharpexercises.com/strings/exercise/string-in-reverse-order	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/exercise/string-in-reverse-order.html	(from https://csharpexercises.com/strings)
17:32:23	7605/7605	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:23%20GMT	https://csharpexercises.com/strings/exercise/make-uppercase	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/exercise/make-uppercase.html	(from https://csharpexercises.com/strings)
17:32:25	7140/7140	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:24%20GMT	https://csharpexercises.com/strings/exercise/mix-two-strings	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/exercise/mix-two-strings.html	(from https://csharpexercises.com/strings)
17:32:27	6897/6897	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:26%20GMT	https://csharpexercises.com/strings/exercise/number-of-words	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/exercise/number-of-words.html	(from https://csharpexercises.com/strings)
17:32:29	7443/7443	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:29%20GMT	https://csharpexercises.com/strings/exercise/revert-words-order	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/exercise/revert-words-order.html	(from https://csharpexercises.com/strings)
17:32:30	7188/7188	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:30%20GMT	https://csharpexercises.com/strings/exercise/how-many-occurrences	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/exercise/how-many-occurrences.html	(from https://csharpexercises.com/strings)
17:32:31	7244/7244	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:31%20GMT	https://csharpexercises.com/strings/exercise/sort-characters-descending	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/exercise/sort-characters-descending.html	(from https://csharpexercises.com/strings)
17:32:32	7140/7140	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:33%20GMT	https://csharpexercises.com/strings/exercise/compress-string	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/strings/exercise/compress-string.html	(from https://csharpexercises.com/strings)
17:32:34	6584/6584	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:34%20GMT	https://csharpexercises.com/recursion/difficulty	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/recursion/difficulty.html	(from https://csharpexercises.com/recursion)
17:32:35	6583/6583	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:35%20GMT	https://csharpexercises.com/recursion/dateAdded	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/recursion/dateAdded.html	(from https://csharpexercises.com/recursion)
17:32:36	6430/6430	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:37%20GMT	https://csharpexercises.com/recursion/exercise/digits-multiplication	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/recursion/exercise/digits-multiplication.html	(from https://csharpexercises.com/recursion)
17:32:37	6428/6428	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:38%20GMT	https://csharpexercises.com/recursion/exercise/factorial	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/recursion/exercise/factorial.html	(from https://csharpexercises.com/recursion)
17:32:39	6437/6437	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:39%20GMT	https://csharpexercises.com/recursion/exercise/fibonacci-number	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/recursion/exercise/fibonacci-number.html	(from https://csharpexercises.com/recursion)
17:32:41	6636/6636	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:41%20GMT	https://csharpexercises.com/recursion/exercise/numbers-multiplication	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/recursion/exercise/numbers-multiplication.html	(from https://csharpexercises.com/recursion)
17:32:42	6440/6440	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:42%20GMT	https://csharpexercises.com/recursion/exercise/to-the-power-of-(recursion)	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/recursion/exercise/to-the-power-of-(recursion).html	(from https://csharpexercises.com/recursion)
17:32:44	7365/7365	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:44%20GMT	https://csharpexercises.com/recursion/exercise/is-palindrome-(recursion)	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/recursion/exercise/is-palindrome-(recursion).html	(from https://csharpexercises.com/recursion)
17:32:45	6700/6700	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:46%20GMT	https://csharpexercises.com/recursion/exercise/minimum-element	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/recursion/exercise/minimum-element.html	(from https://csharpexercises.com/recursion)
